"group1","variable","variable_level","context","stat_name","stat"
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BENZALKONIUM CHLORIDE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BENZALKONIUM CHLORIDE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","n_events",13
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETACAROTENE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","n_subjects",2
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","pct_subjects",2.32558139534884
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","n_events",26
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BETAGAN","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","BROMATANE DX","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","n_subjects",7
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","pct_subjects",8.13953488372093
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","n_events",82
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","n_subjects",2
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","pct_subjects",2.32558139534884
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","n_events",23
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CALCIUM CARBONATE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","n_events",12
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CARDURA","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEFACLOR","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","n_events",13
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRAL-VITE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","n_subjects",2
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","pct_subjects",2.32558139534884
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","n_events",18
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","n_subjects",2
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","pct_subjects",2.32558139534884
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","n_events",26
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CENTRUM SILVER","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CEPHALOSPORIN C","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","n_subjects",2
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","pct_subjects",2.32558139534884
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CIPRO","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","n_subjects",2
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","pct_subjects",2.32558139534884
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","n_events",13
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CLARITIN","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","n_events",13
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","COLESTID","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORICIDIN D","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","n_subjects",4
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","pct_subjects",4.65116279069767
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","n_events",15
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","CORTISONE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DALMANE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","n_events",7
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DESONIDE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","n_events",13
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DHEA","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","n_events",7
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DILTIAZEM","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","n_events",3
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPHENHYDRAMINE HYDROCHLORIDE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DIPROLENE CREAM","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DOXYCYCLINE","incidence","n_events",0
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DROPERIDOL","incidence","n_subjects",1
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DROPERIDOL","incidence","pct_subjects",1.16279069767442
"Placebo","PT|(uncoded - no WHO-DD therapeutic class in source)","DROPERIDOL","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DROPERIDOL","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|(uncoded - no WHO-DD therapeutic class in source)","DROPERIDOL","incidence","pct_subjects",
