"group1","variable","variable_level","context","stat_name","stat"
"Placebo","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION [REMOTE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","n_subjects",3
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","pct_subjects",3.48837209302326
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","n_events",3
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [NONE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","n_subjects",3
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","pct_subjects",3.48837209302326
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","n_events",4
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [POSSIBLE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","n_subjects",3
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","pct_subjects",3.48837209302326
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","n_events",3
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA [REMOTE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA [POSSIBLE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","FLATULENCE [NONE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE [POSSIBLE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","GLOSSITIS [NONE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","HIATUS HERNIA [NONE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","n_subjects",3
"Placebo","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","pct_subjects",3.48837209302326
"Placebo","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","n_events",3
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","NAUSEA [REMOTE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [NONE]","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","n_subjects",2
"Placebo","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","pct_subjects",2.32558139534884
"Placebo","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","VOMITING [REMOTE]","incidence","n_events",0
"Placebo","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","n_subjects",21
"Placebo","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","pct_subjects",24.4186046511628
"Placebo","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","n_events",46
"Zanomaline Low Dose (54 mg)","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [POSSIBLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","n_subjects",4
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","pct_subjects",4.65116279069767
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","n_events",8
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS [PROBABLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","n_subjects",3
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","pct_subjects",3.48837209302326
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","n_events",3
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA [PROBABLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION [POSSIBLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","n_subjects",3
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","pct_subjects",3.48837209302326
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","n_events",7
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION [PROBABLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [POSSIBLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","n_subjects",5
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","pct_subjects",5.81395348837209
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","n_events",8
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS [PROBABLE]","incidence","n_events",0
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION [PROBABLE]","incidence","n_subjects",1
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION [PROBABLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION [PROBABLE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION [PROBABLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION [PROBABLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION [PROBABLE]","incidence","n_events",0
